,output_First,output_Second,output_Upstream,output_Total
KEN_10T12,1000.0,7094.0,338106.0,346200.0
KEN_13T15,1000.0,7094.0,338106.0,346200.0
KEN_16,1000.0,7094.0,338106.0,346200.0
KEN_17T18,1000.0,7094.0,338106.0,346200.0
KEN_19,1000.0,7094.0,338106.0,346200.0
KEN_20T21,1000.0,7094.0,338106.0,346200.0
KEN_22,1000.0,7094.0,338106.0,346200.0
KEN_23,1000.0,7094.0,338106.0,346200.0
KEN_24,1000.0,7094.0,338106.0,346200.0
KEN_25,1000.0,7094.0,338106.0,346200.0
KEN_26,1000.0,7094.0,338106.0,346200.0
KEN_27,1000.0,7094.0,338106.0,346200.0
KEN_28,1000.0,7094.0,338106.0,346200.0
KEN_29,1000.0,7094.0,338106.0,346200.0
KEN_30,1000.0,7094.0,338106.0,346200.0
KEN_31T33,1000.0,7094.0,338106.0,346200.0
KEN_35T39,1000.0,7094.0,338106.0,346200.0
KEN_41T43,1000.0,7094.0,338106.0,346200.0
KEN_45T47,1000.0,7094.0,338106.0,346200.0
KEN_49T53,1000.0,7094.0,338106.0,346200.0
KEN_55T56,1000.0,7094.0,338106.0,346200.0
KEN_58T60,1000.0,7094.0,338106.0,346200.0
KEN_61,1000.0,7094.0,338106.0,346200.0
KEN_62T63,1000.0,7094.0,338106.0,346200.0
KEN_64T66,1000.0,7094.0,338106.0,346200.0
KEN_68,1000.0,7094.0,338106.0,346200.0
KEN_69T82,1000.0,7094.0,338106.0,346200.0
KEN_84,1000.0,7094.0,338106.0,346200.0
KEN_85,1000.0,7094.0,338106.0,346200.0
KEN_86T88,1000.0,7094.0,338106.0,346200.0
KEN_90T96,1000.0,7094.0,338106.0,346200.0
KEN_97T98,1000.0,7094.0,338106.0,346200.0
ARE_01T03,1000.0,7094.0,338106.0,346200.0
ARE_05T06,1000.0,7094.0,338106.0,346200.0
ARE_07T08,1000.0,7094.0,338106.0,346200.0
ARE_09,1000.0,7094.0,338106.0,346200.0
ARE_10T12,1000.0,7094.0,338106.0,346200.0
ARE_13T15,1000.0,7094.0,338106.0,346200.0
ARE_16,1000.0,7094.0,338106.0,346200.0
ARE_17T18,1000.0,7094.0,338106.0,346200.0
ARE_19,1000.0,7094.0,338106.0,346200.0
ARE_20T21,1000.0,7094.0,338106.0,346200.0
ARE_22,1000.0,7094.0,338106.0,346200.0
ARE_23,1000.0,7094.0,338106.0,346200.0
ARE_24,1000.0,7094.0,338106.0,346200.0
ARE_25,1000.0,7094.0,338106.0,346200.0
ARE_26,1000.0,7094.0,338106.0,346200.0
ARE_27,1000.0,7094.0,338106.0,346200.0
ARE_28,1000.0,7094.0,338106.0,346200.0
ARE_29,1000.0,7094.0,338106.0,346200.0
ARE_30,1000.0,7094.0,338106.0,346200.0
ARE_31T33,1000.0,7094.0,338106.0,346200.0
ARE_35T39,1000.0,7094.0,338106.0,346200.0
ARE_41T43,1000.0,7094.0,338106.0,346200.0
ARE_45T47,1000.0,7094.0,338106.0,346200.0
ARE_49T53,1000.0,7094.0,338106.0,346200.0
ARE_55T56,1000.0,7094.0,338106.0,346200.0
ARE_58T60,1000.0,7094.0,338106.0,346200.0
ARE_61,1000.0,7094.0,338106.0,346200.0
ARE_62T63,1000.0,7094.0,338106.0,346200.0
ARE_64T66,1000.0,7094.0,338106.0,346200.0
ARE_68,1000.0,7094.0,338106.0,346200.0
ARE_69T82,1000.0,7094.0,338106.0,346200.0
ARE_84,1000.0,7094.0,338106.0,346200.0
ARE_85,1000.0,7094.0,338106.0,346200.0
ARE_86T88,1000.0,7094.0,338106.0,346200.0
ARE_90T96,1000.0,7094.0,338106.0,346200.0
ARE_97T98,1000.0,7094.0,338106.0,346200.0
PRI_01T03,1000.0,7094.0,338106.0,346200.0
PRI_05T06,1000.0,7094.0,338106.0,346200.0
PRI_07T08,1000.0,7094.0,338106.0,346200.0
PRI_09,1000.0,7094.0,338106.0,346200.0
PRI_10T12,1000.0,7094.0,338106.0,346200.0
PRI_13T15,1000.0,7094.0,338106.0,346200.0
PRI_16,1000.0,7094.0,338106.0,346200.0
PRI_17T18,1000.0,7094.0,338106.0,346200.0
PRI_19,1000.0,7094.0,338106.0,346200.0
PRI_20T21,1000.0,7094.0,338106.0,346200.0
PRI_22,1000.0,7094.0,338106.0,346200.0
PRI_23,1000.0,7094.0,338106.0,346200.0
PRI_24,1000.0,7094.0,338106.0,346200.0
PRI_25,1000.0,7094.0,338106.0,346200.0
PRI_26,1000.0,7094.0,338106.0,346200.0
PRI_27,1000.0,7094.0,338106.0,346200.0
PRI_28,1000.0,7094.0,338106.0,346200.0
PRI_29,1000.0,7094.0,338106.0,346200.0
PRI_30,1000.0,7094.0,338106.0,346200.0
PRI_31T33,1000.0,7094.0,338106.0,346200.0
PRI_35T39,1000.0,7094.0,338106.0,346200.0
PRI_41T43,1000.0,7094.0,338106.0,346200.0
PRI_45T47,1000.0,7094.0,338106.0,346200.0
PRI_49T53,1000.0,7094.0,338106.0,346200.0
PRI_55T56,1000.0,7094.0,338106.0,346200.0
PRI_58T60,1000.0,7094.0,338106.0,346200.0
PRI_61,1000.0,7094.0,338106.0,346200.0
PRI_62T63,1000.0,7094.0,338106.0,346200.0
PRI_64T66,1000.0,7094.0,338106.0,346200.0
PRI_68,1000.0,7094.0,338106.0,346200.0
PRI_69T82,1000.0,7094.0,338106.0,346200.0
PRI_84,1000.0,7094.0,338106.0,346200.0
PRI_85,1000.0,7094.0,338106.0,346200.0
PRI_86T88,1000.0,7094.0,338106.0,346200.0
PRI_90T96,1000.0,7094.0,338106.0,346200.0
PRI_97T98,1000.0,7094.0,338106.0,346200.0
BGD_01T03,1000.0,7094.0,338106.0,346200.0
BGD_05T06,1000.0,7094.0,338106.0,346200.0
BGD_07T08,1000.0,7094.0,338106.0,346200.0
BGD_09,1000.0,7094.0,338106.0,346200.0
BGD_10T12,1000.0,7094.0,338106.0,346200.0
BGD_13T15,1000.0,7094.0,338106.0,346200.0
BGD_16,1000.0,7094.0,338106.0,346200.0
BGD_17T18,1000.0,7094.0,338106.0,346200.0
BGD_19,1000.0,7094.0,338106.0,346200.0
BGD_20T21,1000.0,7094.0,338106.0,346200.0
BGD_22,1000.0,7094.0,338106.0,346200.0
BGD_23,1000.0,7094.0,338106.0,346200.0
BGD_24,1000.0,7094.0,338106.0,346200.0
BGD_25,1000.0,7094.0,338106.0,346200.0
BGD_26,1000.0,7094.0,338106.0,346200.0
BGD_27,1000.0,7094.0,338106.0,346200.0
BGD_28,1000.0,7094.0,338106.0,346200.0
BGD_29,1000.0,7094.0,338106.0,346200.0
BGD_30,1000.0,7094.0,338106.0,346200.0
BGD_31T33,1000.0,7094.0,338106.0,346200.0
BGD_35T39,1000.0,7094.0,338106.0,346200.0
BGD_41T43,1000.0,7094.0,338106.0,346200.0
BGD_45T47,1000.0,7094.0,338106.0,346200.0
BGD_49T53,1000.0,7094.0,338106.0,346200.0
BGD_55T56,1000.0,7094.0,338106.0,346200.0
BGD_58T60,1000.0,7094.0,338106.0,346200.0
BGD_61,1000.0,7094.0,338106.0,346200.0
BGD_62T63,1000.0,7094.0,338106.0,346200.0
BGD_64T66,1000.0,7094.0,338106.0,346200.0
BGD_68,1000.0,7094.0,338106.0,346200.0
BGD_69T82,1000.0,7094.0,338106.0,346200.0
BGD_84,1000.0,7094.0,338106.0,346200.0
BGD_85,1000.0,7094.0,338106.0,346200.0
BGD_86T88,1000.0,7094.0,338106.0,346200.0
BGD_90T96,1000.0,7094.0,338106.0,346200.0
BGD_97T98,1000.0,7094.0,338106.0,346200.0
IRN_01T03,1000.0,7094.0,338106.0,346200.0
IRN_05T06,1000.0,7094.0,338106.0,346200.0
IRN_07T08,1000.0,7094.0,338106.0,346200.0
IRN_09,1000.0,7094.0,338106.0,346200.0
IRN_10T12,1000.0,7094.0,338106.0,346200.0
IRN_13T15,1000.0,7094.0,338106.0,346200.0
IRN_16,1000.0,7094.0,338106.0,346200.0
IRN_17T18,1000.0,7094.0,338106.0,346200.0
IRN_19,1000.0,7094.0,338106.0,346200.0
IRN_20T21,1000.0,7094.0,338106.0,346200.0
IRN_22,1000.0,7094.0,338106.0,346200.0
IRN_23,1000.0,7094.0,338106.0,346200.0
IRN_24,1000.0,7094.0,338106.0,346200.0
IRN_25,1000.0,7094.0,338106.0,346200.0
IRN_26,1000.0,7094.0,338106.0,346200.0
IRN_27,1000.0,7094.0,338106.0,346200.0
IRN_28,1000.0,7094.0,338106.0,346200.0
IRN_29,1000.0,7094.0,338106.0,346200.0
IRN_30,1000.0,7094.0,338106.0,346200.0
IRN_31T33,1000.0,7094.0,338106.0,346200.0
IRN_35T39,1000.0,7094.0,338106.0,346200.0
IRN_41T43,1000.0,7094.0,338106.0,346200.0
IRN_45T47,1000.0,7094.0,338106.0,346200.0
IRN_49T53,1000.0,7094.0,338106.0,346200.0
IRN_55T56,1000.0,7094.0,338106.0,346200.0
IRN_58T60,1000.0,7094.0,338106.0,346200.0
IRN_61,1000.0,7094.0,338106.0,346200.0
IRN_62T63,1000.0,7094.0,338106.0,346200.0
IRN_64T66,1000.0,7094.0,338106.0,346200.0
IRN_68,1000.0,7094.0,338106.0,346200.0
IRN_69T82,1000.0,7094.0,338106.0,346200.0
IRN_84,1000.0,7094.0,338106.0,346200.0
IRN_85,1000.0,7094.0,338106.0,346200.0
IRN_86T88,1000.0,7094.0,338106.0,346200.0
IRN_90T96,1000.0,7094.0,338106.0,346200.0
IRN_97T98,1000.0,7094.0,338106.0,346200.0
PAK_01T03,1000.0,7094.0,338106.0,346200.0
PAK_05T06,1000.0,7094.0,338106.0,346200.0
PAK_07T08,1000.0,7094.0,338106.0,346200.0
PAK_09,1000.0,7094.0,338106.0,346200.0
PAK_10T12,1000.0,7094.0,338106.0,346200.0
PAK_13T15,1000.0,7094.0,338106.0,346200.0
PAK_16,1000.0,7094.0,338106.0,346200.0
PAK_17T18,1000.0,7094.0,338106.0,346200.0
PAK_19,1000.0,7094.0,338106.0,346200.0
PAK_20T21,1000.0,7094.0,338106.0,346200.0
PAK_22,1000.0,7094.0,338106.0,346200.0
PAK_23,1000.0,7094.0,338106.0,346200.0
PAK_24,1000.0,7094.0,338106.0,346200.0
PAK_25,1000.0,7094.0,338106.0,346200.0
PAK_26,1000.0,7094.0,338106.0,346200.0
PAK_27,1000.0,7094.0,338106.0,346200.0
PAK_28,1000.0,7094.0,338106.0,346200.0
PAK_29,1000.0,7094.0,338106.0,346200.0
PAK_30,1000.0,7094.0,338106.0,346200.0
PAK_31T33,1000.0,7094.0,338106.0,346200.0
PAK_35T39,1000.0,7094.0,338106.0,346200.0
PAK_41T43,1000.0,7094.0,338106.0,346200.0
PAK_45T47,1000.0,7094.0,338106.0,346200.0
PAK_49T53,1000.0,7094.0,338106.0,346200.0
PAK_55T56,1000.0,7094.0,338106.0,346200.0
PAK_58T60,1000.0,7094.0,338106.0,346200.0
PAK_61,1000.0,7094.0,338106.0,346200.0
PAK_62T63,1000.0,7094.0,338106.0,346200.0
PAK_64T66,1000.0,7094.0,338106.0,346200.0
PAK_68,1000.0,7094.0,338106.0,346200.0
PAK_69T82,1000.0,7094.0,338106.0,346200.0
PAK_84,1000.0,7094.0,338106.0,346200.0
PAK_85,1000.0,7094.0,338106.0,346200.0
PAK_86T88,1000.0,7094.0,338106.0,346200.0
PAK_90T96,1000.0,7094.0,338106.0,346200.0
PAK_97T98,1000.0,7094.0,338106.0,346200.0
KWT_01T03,1000.0,7094.0,338106.0,346200.0
KWT_05T06,1000.0,7094.0,338106.0,346200.0
KWT_07T08,1000.0,7094.0,338106.0,346200.0
KWT_09,1000.0,7094.0,338106.0,346200.0
KWT_10T12,1000.0,7094.0,338106.0,346200.0
KWT_13T15,1000.0,7094.0,338106.0,346200.0
KWT_16,1000.0,7094.0,338106.0,346200.0
KWT_17T18,1000.0,7094.0,338106.0,346200.0
KWT_19,1000.0,7094.0,338106.0,346200.0
KWT_20T21,1000.0,7094.0,338106.0,346200.0
KWT_22,1000.0,7094.0,338106.0,346200.0
KWT_23,1000.0,7094.0,338106.0,346200.0
KWT_24,1000.0,7094.0,338106.0,346200.0
KWT_25,1000.0,7094.0,338106.0,346200.0
KWT_26,1000.0,7094.0,338106.0,346200.0
KWT_27,1000.0,7094.0,338106.0,346200.0
KWT_28,1000.0,7094.0,338106.0,346200.0
KWT_29,1000.0,7094.0,338106.0,346200.0
KWT_30,1000.0,7094.0,338106.0,346200.0
KWT_31T33,1000.0,7094.0,338106.0,346200.0
KWT_35T39,1000.0,7094.0,338106.0,346200.0
KWT_41T43,1000.0,7094.0,338106.0,346200.0
KWT_45T47,1000.0,7094.0,338106.0,346200.0
KWT_49T53,1000.0,7094.0,338106.0,346200.0
KWT_55T56,1000.0,7094.0,338106.0,346200.0
KWT_58T60,1000.0,7094.0,338106.0,346200.0
KWT_61,1000.0,7094.0,338106.0,346200.0
KWT_62T63,1000.0,7094.0,338106.0,346200.0
KWT_64T66,1000.0,7094.0,338106.0,346200.0
KWT_68,1000.0,7094.0,338106.0,346200.0
KWT_69T82,1000.0,7094.0,338106.0,346200.0
KWT_84,1000.0,7094.0,338106.0,346200.0
KWT_85,1000.0,7094.0,338106.0,346200.0
KWT_86T88,1000.0,7094.0,338106.0,346200.0
KWT_90T96,1000.0,7094.0,338106.0,346200.0
KWT_97T98,1000.0,7094.0,338106.0,346200.0
OMN_01T03,1000.0,7094.0,338106.0,346200.0
OMN_05T06,1000.0,7094.0,338106.0,346200.0
OMN_07T08,1000.0,7094.0,338106.0,346200.0
OMN_09,1000.0,7094.0,338106.0,346200.0
OMN_10T12,1000.0,7094.0,338106.0,346200.0
OMN_13T15,1000.0,7094.0,338106.0,346200.0
OMN_16,1000.0,7094.0,338106.0,346200.0
OMN_17T18,1000.0,7094.0,338106.0,346200.0
OMN_19,1000.0,7094.0,338106.0,346200.0
OMN_20T21,1000.0,7094.0,338106.0,346200.0
OMN_22,1000.0,7094.0,338106.0,346200.0
OMN_23,1000.0,7094.0,338106.0,346200.0
OMN_24,1000.0,7094.0,338106.0,346200.0
OMN_25,1000.0,7094.0,338106.0,346200.0
OMN_26,1000.0,7094.0,338106.0,346200.0
OMN_27,1000.0,7094.0,338106.0,346200.0
OMN_28,1000.0,7094.0,338106.0,346200.0
OMN_29,1000.0,7094.0,338106.0,346200.0
OMN_30,1000.0,7094.0,338106.0,346200.0
OMN_31T33,1000.0,7094.0,338106.0,346200.0
OMN_35T39,1000.0,7094.0,338106.0,346200.0
OMN_41T43,1000.0,7094.0,338106.0,346200.0
OMN_45T47,1000.0,7094.0,338106.0,346200.0
OMN_49T53,1000.0,7094.0,338106.0,346200.0
OMN_55T56,1000.0,7094.0,338106.0,346200.0
OMN_58T60,1000.0,7094.0,338106.0,346200.0
OMN_61,1000.0,7094.0,338106.0,346200.0
OMN_62T63,1000.0,7094.0,338106.0,346200.0
OMN_64T66,1000.0,7094.0,338106.0,346200.0
OMN_68,1000.0,7094.0,338106.0,346200.0
OMN_69T82,1000.0,7094.0,338106.0,346200.0
OMN_84,1000.0,7094.0,338106.0,346200.0
OMN_85,1000.0,7094.0,338106.0,346200.0
OMN_86T88,1000.0,7094.0,338106.0,346200.0
OMN_90T96,1000.0,7094.0,338106.0,346200.0
OMN_97T98,1000.0,7094.0,338106.0,346200.0
ABW_01T03,1000.0,7094.0,338106.0,346200.0
ABW_05T06,1000.0,7094.0,338106.0,346200.0
ABW_07T08,1000.0,7094.0,338106.0,346200.0
ABW_09,1000.0,7094.0,338106.0,346200.0
ABW_10T12,1000.0,7094.0,338106.0,346200.0
ABW_13T15,1000.0,7094.0,338106.0,346200.0
ABW_16,1000.0,7094.0,338106.0,346200.0
ABW_17T18,1000.0,7094.0,338106.0,346200.0
ABW_19,1000.0,7094.0,338106.0,346200.0
ABW_20T21,1000.0,7094.0,338106.0,346200.0
ABW_22,1000.0,7094.0,338106.0,346200.0
ABW_23,1000.0,7094.0,338106.0,346200.0
ABW_24,1000.0,7094.0,338106.0,346200.0
ABW_25,1000.0,7094.0,338106.0,346200.0
ABW_26,1000.0,7094.0,338106.0,346200.0
ABW_27,1000.0,7094.0,338106.0,346200.0
ABW_28,1000.0,7094.0,338106.0,346200.0
ABW_29,1000.0,7094.0,338106.0,346200.0
ABW_30,1000.0,7094.0,338106.0,346200.0
ABW_31T33,1000.0,7094.0,338106.0,346200.0
ABW_35T39,1000.0,7094.0,338106.0,346200.0
ABW_41T43,1000.0,7094.0,338106.0,346200.0
ABW_45T47,1000.0,7094.0,338106.0,346200.0
ABW_49T53,1000.0,7094.0,338106.0,346200.0
ABW_55T56,1000.0,7094.0,338106.0,346200.0
ABW_58T60,1000.0,7094.0,338106.0,346200.0
ABW_61,1000.0,7094.0,338106.0,346200.0
ABW_62T63,1000.0,7094.0,338106.0,346200.0
ABW_64T66,1000.0,7094.0,338106.0,346200.0
ABW_68,1000.0,7094.0,338106.0,346200.0
ABW_69T82,1000.0,7094.0,338106.0,346200.0
ABW_84,1000.0,7094.0,338106.0,346200.0
ABW_85,1000.0,7094.0,338106.0,346200.0
ABW_86T88,1000.0,7094.0,338106.0,346200.0
ABW_90T96,1000.0,7094.0,338106.0,346200.0
ABW_97T98,1000.0,7094.0,338106.0,346200.0
AGO_01T03,1000.0,7094.0,338106.0,346200.0
AGO_05T06,1000.0,7094.0,338106.0,346200.0
AGO_07T08,1000.0,7094.0,338106.0,346200.0
AGO_09,1000.0,7094.0,338106.0,346200.0
AGO_10T12,1000.0,7094.0,338106.0,346200.0
AGO_13T15,1000.0,7094.0,338106.0,346200.0
AGO_16,1000.0,7094.0,338106.0,346200.0
AGO_17T18,1000.0,7094.0,338106.0,346200.0
AGO_19,1000.0,7094.0,338106.0,346200.0
AGO_20T21,1000.0,7094.0,338106.0,346200.0
AGO_22,1000.0,7094.0,338106.0,346200.0
AGO_23,1000.0,7094.0,338106.0,346200.0
AGO_24,1000.0,7094.0,338106.0,346200.0
AGO_25,1000.0,7094.0,338106.0,346200.0
AGO_26,1000.0,7094.0,338106.0,346200.0
AGO_27,1000.0,7094.0,338106.0,346200.0
AGO_28,1000.0,7094.0,338106.0,346200.0
AGO_29,1000.0,7094.0,338106.0,346200.0
AGO_30,1000.0,7094.0,338106.0,346200.0
AGO_31T33,1000.0,7094.0,338106.0,346200.0
AGO_35T39,1000.0,7094.0,338106.0,346200.0
AGO_41T43,1000.0,7094.0,338106.0,346200.0
AGO_45T47,1000.0,7094.0,338106.0,346200.0
AGO_49T53,1000.0,7094.0,338106.0,346200.0
AGO_55T56,1000.0,7094.0,338106.0,346200.0
AGO_58T60,1000.0,7094.0,338106.0,346200.0
AGO_61,1000.0,7094.0,338106.0,346200.0
AGO_62T63,1000.0,7094.0,338106.0,346200.0
AGO_64T66,1000.0,7094.0,338106.0,346200.0
AGO_68,1000.0,7094.0,338106.0,346200.0
AGO_69T82,1000.0,7094.0,338106.0,346200.0
AGO_84,1000.0,7094.0,338106.0,346200.0
AGO_85,1000.0,7094.0,338106.0,346200.0
AGO_86T88,1000.0,7094.0,338106.0,346200.0
AGO_90T96,1000.0,7094.0,338106.0,346200.0
AGO_97T98,1000.0,7094.0,338106.0,346200.0
ALB_01T03,1000.0,7094.0,338106.0,346200.0
ALB_05T06,1000.0,7094.0,338106.0,346200.0
ALB_07T08,1000.0,7094.0,338106.0,346200.0
ALB_09,1000.0,7094.0,338106.0,346200.0
ALB_10T12,1000.0,7094.0,338106.0,346200.0
ALB_13T15,1000.0,7094.0,338106.0,346200.0
ALB_16,1000.0,7094.0,338106.0,346200.0
ALB_17T18,1000.0,7094.0,338106.0,346200.0
ALB_19,1000.0,7094.0,338106.0,346200.0
ALB_20T21,1000.0,7094.0,338106.0,346200.0
ALB_22,1000.0,7094.0,338106.0,346200.0
ALB_23,1000.0,7094.0,338106.0,346200.0
ALB_24,1000.0,7094.0,338106.0,346200.0
ALB_25,1000.0,7094.0,338106.0,346200.0
ALB_26,1000.0,7094.0,338106.0,346200.0
ALB_27,1000.0,7094.0,338106.0,346200.0
ALB_28,1000.0,7094.0,338106.0,346200.0
ALB_29,1000.0,7094.0,338106.0,346200.0
ALB_30,1000.0,7094.0,338106.0,346200.0
ALB_31T33,1000.0,7094.0,338106.0,346200.0
ALB_35T39,1000.0,7094.0,338106.0,346200.0
ALB_41T43,1000.0,7094.0,338106.0,346200.0
ALB_45T47,1000.0,7094.0,338106.0,346200.0
ALB_49T53,1000.0,7094.0,338106.0,346200.0
ALB_55T56,1000.0,7094.0,338106.0,346200.0
ALB_58T60,1000.0,7094.0,338106.0,346200.0
ALB_61,1000.0,7094.0,338106.0,346200.0
ALB_62T63,1000.0,7094.0,338106.0,346200.0
ALB_64T66,1000.0,7094.0,338106.0,346200.0
ALB_68,1000.0,7094.0,338106.0,346200.0
ALB_69T82,1000.0,7094.0,338106.0,346200.0
ALB_84,1000.0,7094.0,338106.0,346200.0
ALB_85,1000.0,7094.0,338106.0,346200.0
ALB_86T88,1000.0,7094.0,338106.0,346200.0
ALB_90T96,1000.0,7094.0,338106.0,346200.0
ALB_97T98,1000.0,7094.0,338106.0,346200.0
ANG_01T03,1000.0,7094.0,338106.0,346200.0
ANG_05T06,1000.0,7094.0,338106.0,346200.0
ANG_07T08,1000.0,7094.0,338106.0,346200.0
ANG_09,1000.0,7094.0,338106.0,346200.0
ANG_10T12,1000.0,7094.0,338106.0,346200.0
ANG_13T15,1000.0,7094.0,338106.0,346200.0
ANG_16,1000.0,7094.0,338106.0,346200.0
ANG_17T18,1000.0,7094.0,338106.0,346200.0
ANG_19,1000.0,7094.0,338106.0,346200.0
ANG_20T21,1000.0,7094.0,338106.0,346200.0
ANG_22,1000.0,7094.0,338106.0,346200.0
ANG_23,1000.0,7094.0,338106.0,346200.0
ANG_24,1000.0,7094.0,338106.0,346200.0
ANG_25,1000.0,7094.0,338106.0,346200.0
ANG_26,1000.0,7094.0,338106.0,346200.0
ANG_27,1000.0,7094.0,338106.0,346200.0
ANG_28,1000.0,7094.0,338106.0,346200.0
ANG_29,1000.0,7094.0,338106.0,346200.0
ANG_30,1000.0,7094.0,338106.0,346200.0
ANG_31T33,1000.0,7094.0,338106.0,346200.0
ANG_35T39,1000.0,7094.0,338106.0,346200.0
ANG_41T43,1000.0,7094.0,338106.0,346200.0
ANG_45T47,1000.0,7094.0,338106.0,346200.0
ANG_49T53,1000.0,7094.0,338106.0,346200.0
ANG_55T56,1000.0,7094.0,338106.0,346200.0
ANG_58T60,1000.0,7094.0,338106.0,346200.0
ANG_61,1000.0,7094.0,338106.0,346200.0
ANG_62T63,1000.0,7094.0,338106.0,346200.0
ANG_64T66,1000.0,7094.0,338106.0,346200.0
ANG_68,1000.0,7094.0,338106.0,346200.0
ANG_69T82,1000.0,7094.0,338106.0,346200.0
ANG_84,1000.0,7094.0,338106.0,346200.0
ANG_85,1000.0,7094.0,338106.0,346200.0
ANG_86T88,1000.0,7094.0,338106.0,346200.0
ANG_90T96,1000.0,7094.0,338106.0,346200.0
ANG_97T98,1000.0,7094.0,338106.0,346200.0
ARM_01T03,1000.0,7094.0,338106.0,346200.0
ARM_05T06,1000.0,7094.0,338106.0,346200.0
ARM_07T08,1000.0,7094.0,338106.0,346200.0
ARM_09,1000.0,7094.0,338106.0,346200.0
ARM_10T12,1000.0,7094.0,338106.0,346200.0
ARM_13T15,1000.0,7094.0,338106.0,346200.0
ARM_16,1000.0,7094.0,338106.0,346200.0
ARM_17T18,1000.0,7094.0,338106.0,346200.0
ARM_19,1000.0,7094.0,338106.0,346200.0
ARM_20T21,1000.0,7094.0,338106.0,346200.0
ARM_22,1000.0,7094.0,338106.0,346200.0
ARM_23,1000.0,7094.0,338106.0,346200.0
ARM_24,1000.0,7094.0,338106.0,346200.0
ARM_25,1000.0,7094.0,338106.0,346200.0
ARM_26,1000.0,7094.0,338106.0,346200.0
ARM_27,1000.0,7094.0,338106.0,346200.0
ARM_28,1000.0,7094.0,338106.0,346200.0
ARM_29,1000.0,7094.0,338106.0,346200.0
ARM_30,1000.0,7094.0,338106.0,346200.0
ARM_31T33,1000.0,7094.0,338106.0,346200.0
ARM_35T39,1000.0,7094.0,338106.0,346200.0
ARM_41T43,1000.0,7094.0,338106.0,346200.0
ARM_45T47,1000.0,7094.0,338106.0,346200.0
ARM_49T53,1000.0,7094.0,338106.0,346200.0
ARM_55T56,1000.0,7094.0,338106.0,346200.0
ARM_58T60,1000.0,7094.0,338106.0,346200.0
ARM_61,1000.0,7094.0,338106.0,346200.0
ARM_62T63,1000.0,7094.0,338106.0,346200.0
ARM_64T66,1000.0,7094.0,338106.0,346200.0
ARM_68,1000.0,7094.0,338106.0,346200.0
ARM_69T82,1000.0,7094.0,338106.0,346200.0
ARM_84,1000.0,7094.0,338106.0,346200.0
ARM_85,1000.0,7094.0,338106.0,346200.0
ARM_86T88,1000.0,7094.0,338106.0,346200.0
ARM_90T96,1000.0,7094.0,338106.0,346200.0
ARM_97T98,1000.0,7094.0,338106.0,346200.0
ATG_01T03,1000.0,7094.0,338106.0,346200.0
ATG_05T06,1000.0,7094.0,338106.0,346200.0
ATG_07T08,1000.0,7094.0,338106.0,346200.0
ATG_09,1000.0,7094.0,338106.0,346200.0
ATG_10T12,1000.0,7094.0,338106.0,346200.0
ATG_13T15,1000.0,7094.0,338106.0,346200.0
ATG_16,1000.0,7094.0,338106.0,346200.0
ATG_17T18,1000.0,7094.0,338106.0,346200.0
ATG_19,1000.0,7094.0,338106.0,346200.0
ATG_20T21,1000.0,7094.0,338106.0,346200.0
ATG_22,1000.0,7094.0,338106.0,346200.0
ATG_23,1000.0,7094.0,338106.0,346200.0
ATG_24,1000.0,7094.0,338106.0,346200.0
ATG_25,1000.0,7094.0,338106.0,346200.0
ATG_26,1000.0,7094.0,338106.0,346200.0
ATG_27,1000.0,7094.0,338106.0,346200.0
ATG_28,1000.0,7094.0,338106.0,346200.0
ATG_29,1000.0,7094.0,338106.0,346200.0
ATG_30,1000.0,7094.0,338106.0,346200.0
ATG_31T33,1000.0,7094.0,338106.0,346200.0
ATG_35T39,1000.0,7094.0,338106.0,346200.0
ATG_41T43,1000.0,7094.0,338106.0,346200.0
ATG_45T47,1000.0,7094.0,338106.0,346200.0
ATG_49T53,1000.0,7094.0,338106.0,346200.0
ATG_55T56,1000.0,7094.0,338106.0,346200.0
ATG_58T60,1000.0,7094.0,338106.0,346200.0
ATG_61,1000.0,7094.0,338106.0,346200.0
ATG_62T63,1000.0,7094.0,338106.0,346200.0
ATG_64T66,1000.0,7094.0,338106.0,346200.0
ATG_68,1000.0,7094.0,338106.0,346200.0
ATG_69T82,1000.0,7094.0,338106.0,346200.0
ATG_84,1000.0,7094.0,338106.0,346200.0
ATG_85,1000.0,7094.0,338106.0,346200.0
ATG_86T88,1000.0,7094.0,338106.0,346200.0
ATG_90T96,1000.0,7094.0,338106.0,346200.0
ATG_97T98,1000.0,7094.0,338106.0,346200.0
AZE_01T03,1000.0,7094.0,338106.0,346200.0
AZE_05T06,1000.0,7094.0,338106.0,346200.0
AZE_07T08,1000.0,7094.0,338106.0,346200.0
AZE_09,1000.0,7094.0,338106.0,346200.0
AZE_10T12,1000.0,7094.0,338106.0,346200.0
AZE_13T15,1000.0,7094.0,338106.0,346200.0
AZE_16,1000.0,7094.0,338106.0,346200.0
AZE_17T18,1000.0,7094.0,338106.0,346200.0
AZE_19,1000.0,7094.0,338106.0,346200.0
AZE_20T21,1000.0,7094.0,338106.0,346200.0
AZE_22,1000.0,7094.0,338106.0,346200.0
AZE_23,1000.0,7094.0,338106.0,346200.0
AZE_24,1000.0,7094.0,338106.0,346200.0
AZE_25,1000.0,7094.0,338106.0,346200.0
AZE_26,1000.0,7094.0,338106.0,346200.0
