,output_First,output_Second,output_Upstream,output_Total
BGR_20T21,1000.0,7094.0,338106.0,346200.0
BGR_22,1000.0,7094.0,338106.0,346200.0
BGR_23,1000.0,7094.0,338106.0,346200.0
BGR_24,1000.0,7094.0,338106.0,346200.0
BGR_25,1000.0,7094.0,338106.0,346200.0
BGR_26,1000.0,7094.0,338106.0,346200.0
BGR_27,1000.0,7094.0,338106.0,346200.0
BGR_28,1000.0,7094.0,338106.0,346200.0
BGR_29,1000.0,7094.0,338106.0,346200.0
BGR_30,1000.0,7094.0,338106.0,346200.0
BGR_31T33,1000.0,7094.0,338106.0,346200.0
BGR_35T39,1000.0,7094.0,338106.0,346200.0
BGR_41T43,1000.0,7094.0,338106.0,346200.0
BGR_45T47,1000.0,7094.0,338106.0,346200.0
BGR_49T53,1000.0,7094.0,338106.0,346200.0
BGR_55T56,1000.0,7094.0,338106.0,346200.0
BGR_58T60,1000.0,7094.0,338106.0,346200.0
BGR_61,1000.0,7094.0,338106.0,346200.0
BGR_62T63,1000.0,7094.0,338106.0,346200.0
BGR_64T66,1000.0,7094.0,338106.0,346200.0
BGR_68,1000.0,7094.0,338106.0,346200.0
BGR_69T82,1000.0,7094.0,338106.0,346200.0
BGR_84,1000.0,7094.0,338106.0,346200.0
BGR_85,1000.0,7094.0,338106.0,346200.0
BGR_86T88,1000.0,7094.0,338106.0,346200.0
BGR_90T96,1000.0,7094.0,338106.0,346200.0
BGR_97T98,1000.0,7094.0,338106.0,346200.0
KHM_01T03,1000.0,7094.0,338106.0,346200.0
KHM_05T06,1000.0,7094.0,338106.0,346200.0
KHM_07T08,1000.0,7094.0,338106.0,346200.0
KHM_09,1000.0,7094.0,338106.0,346200.0
KHM_10T12,1000.0,7094.0,338106.0,346200.0
KHM_13T15,1000.0,7094.0,338106.0,346200.0
KHM_16,1000.0,7094.0,338106.0,346200.0
KHM_17T18,1000.0,7094.0,338106.0,346200.0
KHM_19,1000.0,7094.0,338106.0,346200.0
KHM_20T21,1000.0,7094.0,338106.0,346200.0
KHM_22,1000.0,7094.0,338106.0,346200.0
KHM_23,1000.0,7094.0,338106.0,346200.0
KHM_24,1000.0,7094.0,338106.0,346200.0
KHM_25,1000.0,7094.0,338106.0,346200.0
KHM_26,1000.0,7094.0,338106.0,346200.0
KHM_27,1000.0,7094.0,338106.0,346200.0
KHM_28,1000.0,7094.0,338106.0,346200.0
KHM_29,1000.0,7094.0,338106.0,346200.0
KHM_30,1000.0,7094.0,338106.0,346200.0
KHM_31T33,1000.0,7094.0,338106.0,346200.0
KHM_35T39,1000.0,7094.0,338106.0,346200.0
KHM_41T43,1000.0,7094.0,338106.0,346200.0
KHM_45T47,1000.0,7094.0,338106.0,346200.0
KHM_49T53,1000.0,7094.0,338106.0,346200.0
KHM_55T56,1000.0,7094.0,338106.0,346200.0
KHM_58T60,1000.0,7094.0,338106.0,346200.0
KHM_61,1000.0,7094.0,338106.0,346200.0
KHM_62T63,1000.0,7094.0,338106.0,346200.0
KHM_64T66,1000.0,7094.0,338106.0,346200.0
KHM_68,1000.0,7094.0,338106.0,346200.0
KHM_69T82,1000.0,7094.0,338106.0,346200.0
KHM_84,1000.0,7094.0,338106.0,346200.0
KHM_85,1000.0,7094.0,338106.0,346200.0
KHM_86T88,1000.0,7094.0,338106.0,346200.0
KHM_90T96,1000.0,7094.0,338106.0,346200.0
KHM_97T98,1000.0,7094.0,338106.0,346200.0
CHN_01T03,1000.0,7094.0,338106.0,346200.0
CHN_05T06,1000.0,7094.0,338106.0,346200.0
CHN_07T08,1000.0,7094.0,338106.0,346200.0
CHN_09,1000.0,7094.0,338106.0,346200.0
CHN_10T12,1000.0,7094.0,338106.0,346200.0
CHN_13T15,1000.0,7094.0,338106.0,346200.0
CHN_16,1000.0,7094.0,338106.0,346200.0
CHN_17T18,1000.0,7094.0,338106.0,346200.0
CHN_19,1000.0,7094.0,338106.0,346200.0
CHN_20T21,1000.0,7094.0,338106.0,346200.0
CHN_22,1000.0,7094.0,338106.0,346200.0
CHN_23,1000.0,7094.0,338106.0,346200.0
CHN_24,1000.0,7094.0,338106.0,346200.0
CHN_25,1000.0,7094.0,338106.0,346200.0
CHN_26,1000.0,7094.0,338106.0,346200.0
CHN_27,1000.0,7094.0,338106.0,346200.0
CHN_28,1000.0,7094.0,338106.0,346200.0
CHN_29,1000.0,7094.0,338106.0,346200.0
CHN_30,1000.0,7094.0,338106.0,346200.0
CHN_31T33,1000.0,7094.0,338106.0,346200.0
CHN_35T39,1000.0,7094.0,338106.0,346200.0
CHN_41T43,1000.0,7094.0,338106.0,346200.0
CHN_45T47,1000.0,7094.0,338106.0,346200.0
CHN_49T53,1000.0,7094.0,338106.0,346200.0
CHN_55T56,1000.0,7094.0,338106.0,346200.0
CHN_58T60,1000.0,7094.0,338106.0,346200.0
CHN_61,1000.0,7094.0,338106.0,346200.0
CHN_62T63,1000.0,7094.0,338106.0,346200.0
CHN_64T66,1000.0,7094.0,338106.0,346200.0
CHN_68,1000.0,7094.0,338106.0,346200.0
CHN_69T82,1000.0,7094.0,338106.0,346200.0
CHN_84,1000.0,7094.0,338106.0,346200.0
CHN_85,1000.0,7094.0,338106.0,346200.0
CHN_86T88,1000.0,7094.0,338106.0,346200.0
CHN_90T96,1000.0,7094.0,338106.0,346200.0
CHN_97T98,1000.0,7094.0,338106.0,346200.0
COL_01T03,1000.0,7094.0,338106.0,346200.0
COL_05T06,1000.0,7094.0,338106.0,346200.0
COL_07T08,1000.0,7094.0,338106.0,346200.0
COL_09,1000.0,7094.0,338106.0,346200.0
COL_10T12,1000.0,7094.0,338106.0,346200.0
COL_13T15,1000.0,7094.0,338106.0,346200.0
COL_16,1000.0,7094.0,338106.0,346200.0
COL_17T18,1000.0,7094.0,338106.0,346200.0
COL_19,1000.0,7094.0,338106.0,346200.0
COL_20T21,1000.0,7094.0,338106.0,346200.0
COL_22,1000.0,7094.0,338106.0,346200.0
COL_23,1000.0,7094.0,338106.0,346200.0
COL_24,1000.0,7094.0,338106.0,346200.0
COL_25,1000.0,7094.0,338106.0,346200.0
COL_26,1000.0,7094.0,338106.0,346200.0
COL_27,1000.0,7094.0,338106.0,346200.0
COL_28,1000.0,7094.0,338106.0,346200.0
COL_29,1000.0,7094.0,338106.0,346200.0
COL_30,1000.0,7094.0,338106.0,346200.0
COL_31T33,1000.0,7094.0,338106.0,346200.0
COL_35T39,1000.0,7094.0,338106.0,346200.0
COL_41T43,1000.0,7094.0,338106.0,346200.0
COL_45T47,1000.0,7094.0,338106.0,346200.0
COL_49T53,1000.0,7094.0,338106.0,346200.0
COL_55T56,1000.0,7094.0,338106.0,346200.0
COL_58T60,1000.0,7094.0,338106.0,346200.0
COL_61,1000.0,7094.0,338106.0,346200.0
COL_62T63,1000.0,7094.0,338106.0,346200.0
COL_64T66,1000.0,7094.0,338106.0,346200.0
COL_68,1000.0,7094.0,338106.0,346200.0
COL_69T82,1000.0,7094.0,338106.0,346200.0
COL_84,1000.0,7094.0,338106.0,346200.0
COL_85,1000.0,7094.0,338106.0,346200.0
COL_86T88,1000.0,7094.0,338106.0,346200.0
COL_90T96,1000.0,7094.0,338106.0,346200.0
COL_97T98,1000.0,7094.0,338106.0,346200.0
CRI_01T03,1000.0,7094.0,338106.0,346200.0
CRI_05T06,1000.0,7094.0,338106.0,346200.0
CRI_07T08,1000.0,7094.0,338106.0,346200.0
CRI_09,1000.0,7094.0,338106.0,346200.0
CRI_10T12,1000.0,7094.0,338106.0,346200.0
CRI_13T15,1000.0,7094.0,338106.0,346200.0
CRI_16,1000.0,7094.0,338106.0,346200.0
CRI_17T18,1000.0,7094.0,338106.0,346200.0
CRI_19,1000.0,7094.0,338106.0,346200.0
CRI_20T21,1000.0,7094.0,338106.0,346200.0
CRI_22,1000.0,7094.0,338106.0,346200.0
CRI_23,1000.0,7094.0,338106.0,346200.0
CRI_24,1000.0,7094.0,338106.0,346200.0
CRI_25,1000.0,7094.0,338106.0,346200.0
CRI_26,1000.0,7094.0,338106.0,346200.0
CRI_27,1000.0,7094.0,338106.0,346200.0
CRI_28,1000.0,7094.0,338106.0,346200.0
CRI_29,1000.0,7094.0,338106.0,346200.0
CRI_30,1000.0,7094.0,338106.0,346200.0
CRI_31T33,1000.0,7094.0,338106.0,346200.0
CRI_35T39,1000.0,7094.0,338106.0,346200.0
CRI_41T43,1000.0,7094.0,338106.0,346200.0
CRI_45T47,1000.0,7094.0,338106.0,346200.0
CRI_49T53,1000.0,7094.0,338106.0,346200.0
CRI_55T56,1000.0,7094.0,338106.0,346200.0
CRI_58T60,1000.0,7094.0,338106.0,346200.0
CRI_61,1000.0,7094.0,338106.0,346200.0
CRI_62T63,1000.0,7094.0,338106.0,346200.0
CRI_64T66,1000.0,7094.0,338106.0,346200.0
CRI_68,1000.0,7094.0,338106.0,346200.0
CRI_69T82,1000.0,7094.0,338106.0,346200.0
CRI_84,1000.0,7094.0,338106.0,346200.0
CRI_85,1000.0,7094.0,338106.0,346200.0
CRI_86T88,1000.0,7094.0,338106.0,346200.0
CRI_90T96,1000.0,7094.0,338106.0,346200.0
CRI_97T98,1000.0,7094.0,338106.0,346200.0
HRV_01T03,1000.0,7094.0,338106.0,346200.0
HRV_05T06,1000.0,7094.0,338106.0,346200.0
HRV_07T08,1000.0,7094.0,338106.0,346200.0
HRV_09,1000.0,7094.0,338106.0,346200.0
HRV_10T12,1000.0,7094.0,338106.0,346200.0
HRV_13T15,1000.0,7094.0,338106.0,346200.0
HRV_16,1000.0,7094.0,338106.0,346200.0
HRV_17T18,1000.0,7094.0,338106.0,346200.0
HRV_19,1000.0,7094.0,338106.0,346200.0
HRV_20T21,1000.0,7094.0,338106.0,346200.0
HRV_22,1000.0,7094.0,338106.0,346200.0
HRV_23,1000.0,7094.0,338106.0,346200.0
HRV_24,1000.0,7094.0,338106.0,346200.0
HRV_25,1000.0,7094.0,338106.0,346200.0
HRV_26,1000.0,7094.0,338106.0,346200.0
HRV_27,1000.0,7094.0,338106.0,346200.0
HRV_28,1000.0,7094.0,338106.0,346200.0
HRV_29,1000.0,7094.0,338106.0,346200.0
HRV_30,1000.0,7094.0,338106.0,346200.0
HRV_31T33,1000.0,7094.0,338106.0,346200.0
HRV_35T39,1000.0,7094.0,338106.0,346200.0
HRV_41T43,1000.0,7094.0,338106.0,346200.0
HRV_45T47,1000.0,7094.0,338106.0,346200.0
HRV_49T53,1000.0,7094.0,338106.0,346200.0
HRV_55T56,1000.0,7094.0,338106.0,346200.0
HRV_58T60,1000.0,7094.0,338106.0,346200.0
HRV_61,1000.0,7094.0,338106.0,346200.0
HRV_62T63,1000.0,7094.0,338106.0,346200.0
HRV_64T66,1000.0,7094.0,338106.0,346200.0
HRV_68,1000.0,7094.0,338106.0,346200.0
HRV_69T82,1000.0,7094.0,338106.0,346200.0
HRV_84,1000.0,7094.0,338106.0,346200.0
HRV_85,1000.0,7094.0,338106.0,346200.0
HRV_86T88,1000.0,7094.0,338106.0,346200.0
HRV_90T96,1000.0,7094.0,338106.0,346200.0
HRV_97T98,1000.0,7094.0,338106.0,346200.0
CYP_01T03,1000.0,7094.0,338106.0,346200.0
CYP_05T06,1000.0,7094.0,338106.0,346200.0
CYP_07T08,1000.0,7094.0,338106.0,346200.0
CYP_09,1000.0,7094.0,338106.0,346200.0
CYP_10T12,1000.0,7094.0,338106.0,346200.0
CYP_13T15,1000.0,7094.0,338106.0,346200.0
CYP_16,1000.0,7094.0,338106.0,346200.0
CYP_17T18,1000.0,7094.0,338106.0,346200.0
CYP_19,1000.0,7094.0,338106.0,346200.0
CYP_20T21,1000.0,7094.0,338106.0,346200.0
CYP_22,1000.0,7094.0,338106.0,346200.0
CYP_23,1000.0,7094.0,338106.0,346200.0
CYP_24,1000.0,7094.0,338106.0,346200.0
CYP_25,1000.0,7094.0,338106.0,346200.0
CYP_26,1000.0,7094.0,338106.0,346200.0
CYP_27,1000.0,7094.0,338106.0,346200.0
CYP_28,1000.0,7094.0,338106.0,346200.0
CYP_29,1000.0,7094.0,338106.0,346200.0
CYP_30,1000.0,7094.0,338106.0,346200.0
CYP_31T33,1000.0,7094.0,338106.0,346200.0
CYP_35T39,1000.0,7094.0,338106.0,346200.0
CYP_41T43,1000.0,7094.0,338106.0,346200.0
CYP_45T47,1000.0,7094.0,338106.0,346200.0
CYP_49T53,1000.0,7094.0,338106.0,346200.0
CYP_55T56,1000.0,7094.0,338106.0,346200.0
CYP_58T60,1000.0,7094.0,338106.0,346200.0
CYP_61,1000.0,7094.0,338106.0,346200.0
CYP_62T63,1000.0,7094.0,338106.0,346200.0
CYP_64T66,1000.0,7094.0,338106.0,346200.0
CYP_68,1000.0,7094.0,338106.0,346200.0
CYP_69T82,1000.0,7094.0,338106.0,346200.0
CYP_84,1000.0,7094.0,338106.0,346200.0
CYP_85,1000.0,7094.0,338106.0,346200.0
CYP_86T88,1000.0,7094.0,338106.0,346200.0
CYP_90T96,1000.0,7094.0,338106.0,346200.0
CYP_97T98,1000.0,7094.0,338106.0,346200.0
IND_01T03,1000.0,7094.0,338106.0,346200.0
IND_05T06,1000.0,7094.0,338106.0,346200.0
IND_07T08,1000.0,7094.0,338106.0,346200.0
IND_09,1000.0,7094.0,338106.0,346200.0
IND_10T12,1000.0,7094.0,338106.0,346200.0
IND_13T15,1000.0,7094.0,338106.0,346200.0
IND_16,1000.0,7094.0,338106.0,346200.0
IND_17T18,1000.0,7094.0,338106.0,346200.0
IND_19,1000.0,7094.0,338106.0,346200.0
IND_20T21,1000.0,7094.0,338106.0,346200.0
IND_22,1000.0,7094.0,338106.0,346200.0
IND_23,1000.0,7094.0,338106.0,346200.0
IND_24,1000.0,7094.0,338106.0,346200.0
IND_25,1000.0,7094.0,338106.0,346200.0
IND_26,1000.0,7094.0,338106.0,346200.0
IND_27,1000.0,7094.0,338106.0,346200.0
IND_28,1000.0,7094.0,338106.0,346200.0
IND_29,1000.0,7094.0,338106.0,346200.0
IND_30,1000.0,7094.0,338106.0,346200.0
IND_31T33,1000.0,7094.0,338106.0,346200.0
IND_35T39,1000.0,7094.0,338106.0,346200.0
IND_41T43,1000.0,7094.0,338106.0,346200.0
IND_45T47,1000.0,7094.0,338106.0,346200.0
IND_49T53,1000.0,7094.0,338106.0,346200.0
IND_55T56,1000.0,7094.0,338106.0,346200.0
IND_58T60,1000.0,7094.0,338106.0,346200.0
IND_61,1000.0,7094.0,338106.0,346200.0
IND_62T63,1000.0,7094.0,338106.0,346200.0
IND_64T66,1000.0,7094.0,338106.0,346200.0
IND_68,1000.0,7094.0,338106.0,346200.0
IND_69T82,1000.0,7094.0,338106.0,346200.0
IND_84,1000.0,7094.0,338106.0,346200.0
IND_85,1000.0,7094.0,338106.0,346200.0
IND_86T88,1000.0,7094.0,338106.0,346200.0
IND_90T96,1000.0,7094.0,338106.0,346200.0
IND_97T98,1000.0,7094.0,338106.0,346200.0
IDN_01T03,1000.0,7094.0,338106.0,346200.0
IDN_05T06,1000.0,7094.0,338106.0,346200.0
IDN_07T08,1000.0,7094.0,338106.0,346200.0
IDN_09,1000.0,7094.0,338106.0,346200.0
IDN_10T12,1000.0,7094.0,338106.0,346200.0
IDN_13T15,1000.0,7094.0,338106.0,346200.0
IDN_16,1000.0,7094.0,338106.0,346200.0
IDN_17T18,1000.0,7094.0,338106.0,346200.0
IDN_19,1000.0,7094.0,338106.0,346200.0
IDN_20T21,1000.0,7094.0,338106.0,346200.0
IDN_22,1000.0,7094.0,338106.0,346200.0
IDN_23,1000.0,7094.0,338106.0,346200.0
IDN_24,1000.0,7094.0,338106.0,346200.0
IDN_25,1000.0,7094.0,338106.0,346200.0
IDN_26,1000.0,7094.0,338106.0,346200.0
IDN_27,1000.0,7094.0,338106.0,346200.0
IDN_28,1000.0,7094.0,338106.0,346200.0
IDN_29,1000.0,7094.0,338106.0,346200.0
IDN_30,1000.0,7094.0,338106.0,346200.0
IDN_31T33,1000.0,7094.0,338106.0,346200.0
IDN_35T39,1000.0,7094.0,338106.0,346200.0
IDN_41T43,1000.0,7094.0,338106.0,346200.0
IDN_45T47,1000.0,7094.0,338106.0,346200.0
IDN_49T53,1000.0,7094.0,338106.0,346200.0
IDN_55T56,1000.0,7094.0,338106.0,346200.0
IDN_58T60,1000.0,7094.0,338106.0,346200.0
IDN_61,1000.0,7094.0,338106.0,346200.0
IDN_62T63,1000.0,7094.0,338106.0,346200.0
IDN_64T66,1000.0,7094.0,338106.0,346200.0
IDN_68,1000.0,7094.0,338106.0,346200.0
IDN_69T82,1000.0,7094.0,338106.0,346200.0
IDN_84,1000.0,7094.0,338106.0,346200.0
IDN_85,1000.0,7094.0,338106.0,346200.0
IDN_86T88,1000.0,7094.0,338106.0,346200.0
IDN_90T96,1000.0,7094.0,338106.0,346200.0
IDN_97T98,1000.0,7094.0,338106.0,346200.0
HKG_01T03,1000.0,7094.0,338106.0,346200.0
HKG_05T06,1000.0,7094.0,338106.0,346200.0
HKG_07T08,1000.0,7094.0,338106.0,346200.0
HKG_09,1000.0,7094.0,338106.0,346200.0
HKG_10T12,1000.0,7094.0,338106.0,346200.0
HKG_13T15,1000.0,7094.0,338106.0,346200.0
HKG_16,1000.0,7094.0,338106.0,346200.0
HKG_17T18,1000.0,7094.0,338106.0,346200.0
HKG_19,1000.0,7094.0,338106.0,346200.0
HKG_20T21,1000.0,7094.0,338106.0,346200.0
HKG_22,1000.0,7094.0,338106.0,346200.0
HKG_23,1000.0,7094.0,338106.0,346200.0
HKG_24,1000.0,7094.0,338106.0,346200.0
HKG_25,1000.0,7094.0,338106.0,346200.0
HKG_26,1000.0,7094.0,338106.0,346200.0
HKG_27,1000.0,7094.0,338106.0,346200.0
HKG_28,1000.0,7094.0,338106.0,346200.0
HKG_29,1000.0,7094.0,338106.0,346200.0
HKG_30,1000.0,7094.0,338106.0,346200.0
HKG_31T33,1000.0,7094.0,338106.0,346200.0
HKG_35T39,1000.0,7094.0,338106.0,346200.0
HKG_41T43,1000.0,7094.0,338106.0,346200.0
HKG_45T47,1000.0,7094.0,338106.0,346200.0
HKG_49T53,1000.0,7094.0,338106.0,346200.0
HKG_55T56,1000.0,7094.0,338106.0,346200.0
HKG_58T60,1000.0,7094.0,338106.0,346200.0
HKG_61,1000.0,7094.0,338106.0,346200.0
HKG_62T63,1000.0,7094.0,338106.0,346200.0
HKG_64T66,1000.0,7094.0,338106.0,346200.0
HKG_68,1000.0,7094.0,338106.0,346200.0
HKG_69T82,1000.0,7094.0,338106.0,346200.0
HKG_84,1000.0,7094.0,338106.0,346200.0
HKG_85,1000.0,7094.0,338106.0,346200.0
HKG_86T88,1000.0,7094.0,338106.0,346200.0
HKG_90T96,1000.0,7094.0,338106.0,346200.0
HKG_97T98,1000.0,7094.0,338106.0,346200.0
KAZ_01T03,1000.0,7094.0,338106.0,346200.0
KAZ_05T06,1000.0,7094.0,338106.0,346200.0
KAZ_07T08,1000.0,7094.0,338106.0,346200.0
KAZ_09,1000.0,7094.0,338106.0,346200.0
KAZ_10T12,1000.0,7094.0,338106.0,346200.0
KAZ_13T15,1000.0,7094.0,338106.0,346200.0
KAZ_16,1000.0,7094.0,338106.0,346200.0
KAZ_17T18,1000.0,7094.0,338106.0,346200.0
KAZ_19,1000.0,7094.0,338106.0,346200.0
KAZ_20T21,1000.0,7094.0,338106.0,346200.0
KAZ_22,1000.0,7094.0,338106.0,346200.0
KAZ_23,1000.0,7094.0,338106.0,346200.0
KAZ_24,1000.0,7094.0,338106.0,346200.0
KAZ_25,1000.0,7094.0,338106.0,346200.0
KAZ_26,1000.0,7094.0,338106.0,346200.0
KAZ_27,1000.0,7094.0,338106.0,346200.0
KAZ_28,1000.0,7094.0,338106.0,346200.0
KAZ_29,1000.0,7094.0,338106.0,346200.0
KAZ_30,1000.0,7094.0,338106.0,346200.0
KAZ_31T33,1000.0,7094.0,338106.0,346200.0
KAZ_35T39,1000.0,7094.0,338106.0,346200.0
KAZ_41T43,1000.0,7094.0,338106.0,346200.0
KAZ_45T47,1000.0,7094.0,338106.0,346200.0
KAZ_49T53,1000.0,7094.0,338106.0,346200.0
KAZ_55T56,1000.0,7094.0,338106.0,346200.0
KAZ_58T60,1000.0,7094.0,338106.0,346200.0
KAZ_61,1000.0,7094.0,338106.0,346200.0
KAZ_62T63,1000.0,7094.0,338106.0,346200.0
KAZ_64T66,1000.0,7094.0,338106.0,346200.0
KAZ_68,1000.0,7094.0,338106.0,346200.0
KAZ_69T82,1000.0,7094.0,338106.0,346200.0
KAZ_84,1000.0,7094.0,338106.0,346200.0
KAZ_85,1000.0,7094.0,338106.0,346200.0
KAZ_86T88,1000.0,7094.0,338106.0,346200.0
KAZ_90T96,1000.0,7094.0,338106.0,346200.0
KAZ_97T98,1000.0,7094.0,338106.0,346200.0
MYS_01T03,1000.0,7094.0,338106.0,346200.0
MYS_05T06,1000.0,7094.0,338106.0,346200.0
MYS_07T08,1000.0,7094.0,338106.0,346200.0
MYS_09,1000.0,7094.0,338106.0,346200.0
MYS_10T12,1000.0,7094.0,338106.0,346200.0
MYS_13T15,1000.0,7094.0,338106.0,346200.0
MYS_16,1000.0,7094.0,338106.0,346200.0
MYS_17T18,1000.0,7094.0,338106.0,346200.0
MYS_19,1000.0,7094.0,338106.0,346200.0
MYS_20T21,1000.0,7094.0,338106.0,346200.0
MYS_22,1000.0,7094.0,338106.0,346200.0
MYS_23,1000.0,7094.0,338106.0,346200.0
MYS_24,1000.0,7094.0,338106.0,346200.0
MYS_25,1000.0,7094.0,338106.0,346200.0
MYS_26,1000.0,7094.0,338106.0,346200.0
MYS_27,1000.0,7094.0,338106.0,346200.0
MYS_28,1000.0,7094.0,338106.0,346200.0
MYS_29,1000.0,7094.0,338106.0,346200.0
MYS_30,1000.0,7094.0,338106.0,346200.0
MYS_31T33,1000.0,7094.0,338106.0,346200.0
MYS_35T39,1000.0,7094.0,338106.0,346200.0
MYS_41T43,1000.0,7094.0,338106.0,346200.0
MYS_45T47,1000.0,7094.0,338106.0,346200.0
MYS_49T53,1000.0,7094.0,338106.0,346200.0
MYS_55T56,1000.0,7094.0,338106.0,346200.0
MYS_58T60,1000.0,7094.0,338106.0,346200.0
MYS_61,1000.0,7094.0,338106.0,346200.0
MYS_62T63,1000.0,7094.0,338106.0,346200.0
MYS_64T66,1000.0,7094.0,338106.0,346200.0
MYS_68,1000.0,7094.0,338106.0,346200.0
MYS_69T82,1000.0,7094.0,338106.0,346200.0
MYS_84,1000.0,7094.0,338106.0,346200.0
MYS_85,1000.0,7094.0,338106.0,346200.0
MYS_86T88,1000.0,7094.0,338106.0,346200.0
MYS_90T96,1000.0,7094.0,338106.0,346200.0
MYS_97T98,1000.0,7094.0,338106.0,346200.0
MLT_01T03,1000.0,7094.0,338106.0,346200.0
MLT_05T06,1000.0,7094.0,338106.0,346200.0
MLT_07T08,1000.0,7094.0,338106.0,346200.0
MLT_09,1000.0,7094.0,338106.0,346200.0
MLT_10T12,1000.0,7094.0,338106.0,346200.0
MLT_13T15,1000.0,7094.0,338106.0,346200.0
MLT_16,1000.0,7094.0,338106.0,346200.0
MLT_17T18,1000.0,7094.0,338106.0,346200.0
MLT_19,1000.0,7094.0,338106.0,346200.0
MLT_20T21,1000.0,7094.0,338106.0,346200.0
MLT_22,1000.0,7094.0,338106.0,346200.0
MLT_23,1000.0,7094.0,338106.0,346200.0
MLT_24,1000.0,7094.0,338106.0,346200.0
MLT_25,1000.0,7094.0,338106.0,346200.0
MLT_26,1000.0,7094.0,338106.0,346200.0
MLT_27,1000.0,7094.0,338106.0,346200.0
MLT_28,1000.0,7094.0,338106.0,346200.0
MLT_29,1000.0,7094.0,338106.0,346200.0
MLT_30,1000.0,7094.0,338106.0,346200.0
MLT_31T33,1000.0,7094.0,338106.0,346200.0
MLT_35T39,1000.0,7094.0,338106.0,346200.0
MLT_41T43,1000.0,7094.0,338106.0,346200.0
MLT_45T47,1000.0,7094.0,338106.0,346200.0
MLT_49T53,1000.0,7094.0,338106.0,346200.0
MLT_55T56,1000.0,7094.0,338106.0,346200.0
MLT_58T60,1000.0,7094.0,338106.0,346200.0
MLT_61,1000.0,7094.0,338106.0,346200.0
MLT_62T63,1000.0,7094.0,338106.0,346200.0
MLT_64T66,1000.0,7094.0,338106.0,346200.0
MLT_68,1000.0,7094.0,338106.0,346200.0
MLT_69T82,1000.0,7094.0,338106.0,346200.0
MLT_84,1000.0,7094.0,338106.0,346200.0
MLT_85,1000.0,7094.0,338106.0,346200.0
MLT_86T88,1000.0,7094.0,338106.0,346200.0
MLT_90T96,1000.0,7094.0,338106.0,346200.0
MLT_97T98,1000.0,7094.0,338106.0,346200.0
MAR_01T03,1000.0,7094.0,338106.0,346200.0
MAR_05T06,1000.0,7094.0,338106.0,346200.0
MAR_07T08,1000.0,7094.0,338106.0,346200.0
MAR_09,1000.0,7094.0,338106.0,346200.0
MAR_10T12,1000.0,7094.0,338106.0,346200.0
MAR_13T15,1000.0,7094.0,338106.0,346200.0
MAR_16,1000.0,7094.0,338106.0,346200.0
MAR_17T18,1000.0,7094.0,338106.0,346200.0
MAR_19,1000.0,7094.0,338106.0,346200.0
MAR_20T21,1000.0,7094.0,338106.0,346200.0
MAR_22,1000.0,7094.0,338106.0,346200.0
MAR_23,1000.0,7094.0,338106.0,346200.0
MAR_24,1000.0,7094.0,338106.0,346200.0
MAR_25,1000.0,7094.0,338106.0,346200.0
MAR_26,1000.0,7094.0,338106.0,346200.0
MAR_27,1000.0,7094.0,338106.0,346200.0
MAR_28,1000.0,7094.0,338106.0,346200.0
MAR_29,1000.0,7094.0,338106.0,346200.0
MAR_30,1000.0,7094.0,338106.0,346200.0
MAR_31T33,1000.0,7094.0,338106.0,346200.0
MAR_35T39,1000.0,7094.0,338106.0,346200.0
MAR_41T43,1000.0,7094.0,338106.0,346200.0
MAR_45T47,1000.0,7094.0,338106.0,346200.0
MAR_49T53,1000.0,7094.0,338106.0,346200.0
MAR_55T56,1000.0,7094.0,338106.0,346200.0
MAR_58T60,1000.0,7094.0,338106.0,346200.0
MAR_61,1000.0,7094.0,338106.0,346200.0
MAR_62T63,1000.0,7094.0,338106.0,346200.0
MAR_64T66,1000.0,7094.0,338106.0,346200.0
MAR_68,1000.0,7094.0,338106.0,346200.0
MAR_69T82,1000.0,7094.0,338106.0,346200.0
MAR_84,1000.0,7094.0,338106.0,346200.0
MAR_85,1000.0,7094.0,338106.0,346200.0
MAR_86T88,1000.0,7094.0,338106.0,346200.0
MAR_90T96,1000.0,7094.0,338106.0,346200.0
MAR_97T98,1000.0,7094.0,338106.0,346200.0
PER_01T03,1000.0,7094.0,338106.0,346200.0
PER_05T06,1000.0,7094.0,338106.0,346200.0
PER_07T08,1000.0,7094.0,338106.0,346200.0
PER_09,1000.0,7094.0,338106.0,346200.0
PER_10T12,1000.0,7094.0,338106.0,346200.0
PER_13T15,1000.0,7094.0,338106.0,346200.0
PER_16,1000.0,7094.0,338106.0,346200.0
PER_17T18,1000.0,7094.0,338106.0,346200.0
PER_19,1000.0,7094.0,338106.0,346200.0
PER_20T21,1000.0,7094.0,338106.0,346200.0
PER_22,1000.0,7094.0,338106.0,346200.0
PER_23,1000.0,7094.0,338106.0,346200.0
PER_24,1000.0,7094.0,338106.0,346200.0
PER_25,1000.0,7094.0,338106.0,346200.0
PER_26,1000.0,7094.0,338106.0,346200.0
PER_27,1000.0,7094.0,338106.0,346200.0
PER_28,1000.0,7094.0,338106.0,346200.0
PER_29,1000.0,7094.0,338106.0,346200.0
PER_30,1000.0,7094.0,338106.0,346200.0
PER_31T33,1000.0,7094.0,338106.0,346200.0
PER_35T39,1000.0,7094.0,338106.0,346200.0
PER_41T43,1000.0,7094.0,338106.0,346200.0
